迁入省份,迁入城市,0201,0202,0203,0204,0205,0206,0207,0208,0209,0210,0211,0212,0213,0214,0215,0216,0217,0218,0219,0220,0221,0222,0223,0224,0225,0226,0227,0228,0229
四川省,宜宾市,0.18,0.19,0.21,0.16,0.17,0.15,0.17,0.18,0.19,0.22,0.17,0.21,0.19,0.17,0.18,0.18,0.17,0.18,0.18,0.2,0.19,0.23,0.22,0.21,0.2,0.21,0.22,0.19,0.21
天津市,天津市,0.16,0.19,0.21,0.16,0.17,0.15,0.17,0.18,0.19,0.22,0.17,0.21,0.18,0.17,0.18,0.18,0.17,0.18,0.18,0.2,0.19,0.23,0.21,0.21,0.2,0.21,0.22,0.19,0.21
山东省,潍坊市,0.16,0.19,0.21,0.16,0.17,0.15,0.16,0.18,0.18,0.22,0.17,0.2,0.18,0.17,0.18,0.18,0.16,0.18,0.18,0.19,0.19,0.23,0.21,0.21,0.2,0.21,0.22,0.19,0.21
江西省,吉安市,0.16,0.19,0.2,0.16,0.17,0.15,0.16,0.18,0.18,0.21,0.16,0.19,0.18,0.17,0.18,0.18,0.16,0.17,0.18,0.19,0.19,0.23,0.21,0.2,0.2,0.2,0.22,0.19,0.21
山东省,临沂市,0.16,0.19,0.19,0.15,0.16,0.15,0.16,0.18,0.18,0.21,0.16,0.19,0.18,0.17,0.17,0.18,0.16,0.17,0.18,0.19,0.19,0.23,0.21,0.2,0.19,0.2,0.21,0.19,0.21
陕西省,榆林市,0.16,0.18,0.19,0.15,0.16,0.15,0.16,0.17,0.18,0.21,0.16,0.19,0.17,0.16,0.16,0.18,0.16,0.17,0.17,0.18,0.19,0.23,0.21,0.19,0.18,0.2,0.21,0.18,0.2
江西省,上饶市,0.15,0.18,0.17,0.15,0.16,0.15,0.16,0.17,0.18,0.21,0.16,0.18,0.17,0.15,0.16,0.18,0.16,0.17,0.17,0.18,0.19,0.23,0.21,0.19,0.18,0.2,0.2,0.18,0.2
湖南省,永州市,0.15,0.17,0.17,0.15,0.15,0.15,0.15,0.17,0.18,0.2,0.16,0.18,0.17,0.15,0.16,0.17,0.16,0.17,0.17,0.18,0.19,0.23,0.21,0.19,0.17,0.2,0.2,0.18,0.2
广东省,中山市,0.15,0.16,0.17,0.14,0.15,0.14,0.15,0.17,0.17,0.2,0.15,0.17,0.17,0.15,0.16,0.16,0.16,0.17,0.17,0.18,0.18,0.22,0.2,0.19,0.17,0.19,0.2,0.17,0.2
四川省,广元市,0.15,0.16,0.17,0.14,0.15,0.14,0.15,0.17,0.17,0.2,0.15,0.17,0.17,0.15,0.15,0.16,0.15,0.17,0.16,0.17,0.18,0.22,0.2,0.19,0.17,0.19,0.19,0.17,0.2
河南省,开封市,0.15,0.16,0.17,0.14,0.15,0.14,0.15,0.17,0.16,0.2,0.15,0.17,0.17,0.15,0.15,0.16,0.15,0.17,0.16,0.17,0.18,0.22,0.2,0.19,0.17,0.19,0.19,0.17,0.19
河北省,保定市,0.14,0.16,0.17,0.14,0.15,0.14,0.15,0.16,0.16,0.19,0.15,0.17,0.17,0.14,0.15,0.15,0.15,0.17,0.16,0.16,0.17,0.21,0.2,0.19,0.16,0.18,0.19,0.17,0.19
浙江省,金华市,0.14,0.16,0.17,0.14,0.14,0.14,0.15,0.14,0.16,0.19,0.15,0.17,0.17,0.14,0.15,0.15,0.15,0.17,0.16,0.16,0.17,0.21,0.2,0.18,0.16,0.18,0.19,0.17,0.19
安徽省,芜湖市,0.14,0.16,0.17,0.14,0.14,0.14,0.15,0.14,0.16,0.19,0.15,0.17,0.17,0.14,0.14,0.15,0.15,0.17,0.16,0.16,0.17,0.21,0.19,0.18,0.16,0.18,0.18,0.16,0.18
