date,word,number
6月1日,"['说句实话', '这事', '不能', '完全', '怪罪', '发地', '市场', '毕竟', '只是', '交易市场', '进口商品', '检疫', '不是', '他们', '疫情', '时候', '监督', '个人', '一定', '做到', '这么', '人员', '流动量', '目前', '不到', '算是', '控制', '不错', '新冠', '肺炎', '管理', '没有', '特别', '关系', '部门', '应该', '一起', '配合', '人家', '总经理', '一家人', '反正', '张家', '不过', '无论', '谁家', '只要', '办好', '老百姓', '安全', '放心', '价格', '合适', '菜市场', '摊位', '经营者', '为什么', '要换', '爆发', '没关系', '呵呵', '一个', '锅里', '姓张', '老张', '家人', '不少', '是不是', '批发市场', '转型', '升级', '改变', '脏乱差', '形象', '兄弟', '私企', '一家', '低调', '说话', '务必', '吸取教训', '做好', '防范', '避免', '重蹈覆辙', '不行', '能者多劳', '压力', '太大', '这个', '位置', '一身', '源头', '找到', '别说', '河北', '燕郊', '有点', '什么', '事情', '检测', '排队', '长跑', '可以', '布局', '一下', '大型', '物流', '中心', '病例', '啥时候', '购物', '聚餐', '因为', '这样', '自觉', '迟迟', '结束', '隔离', '之后', '到处', '乱跑', '根本', '越来越', '多好', '这种', '追究责任', '去过', '接触', '新发', '自行', '申报', '长阳', '风险', '怎么', '小区', '服气', '昌平', '那个', '情况', '一点', '真的', '北京市', '新型', '冠状病毒', '感染', '防控', '工作', '新闻', '发布会', '疾控中心', '通报', '新增', '确诊', '相关', '今天下午', '举行', '第场', '大爷', '还是', '负责', '一直', '阴性', '医院', '检查', '具体', '如下', '转发', '微博', '基层', '防疫', '行动', '北京', '战疫', '全力以赴', '共同', '封闭', '外来人员', '进去', '调查', '这得', '多少', '地方', '居家', '害群之马', '害人害己', '刑拘', '哪个', '超市', '污染', '概率', '太低', '所有', '研究', '可能', '不可', '相信', '科学', '无赖', '有意思', '总有一天', '真相大白', '别急', '下结论', '等等', '同行', '评议', '基因', '测序', '溯源', '搞清楚', '希望', '激发', '科学家', '类似', '诡异', '周围', '同事', '多人', '要求', '大兴', '那边', '松懈', '痛恨', '行为', '愧对', '忙碌', '抗疫', '一线', '医护', '工作者', '多名', '没查', '瞒报', '社区', '期间', '严格', '到处跑', '真是', '公共交通', '瑟瑟', '发抖', '目前为止', '第一个', '无新', '直接', '间接', '一例', '挺住', '国家', '李兰娟', '张文宏', '钟南山', '陆勇', '这些', '院士', '英雄', '亲属', '传染', '人民', '密接', '为何', '注意', '有些', '就是', '管不住', '我現', '這個', '頭疼', '正确', '洗手', '姿势', '山东', '没完', '申请', '退票', '宣布', '手续费', '未卜先知', '感觉', '没错', '过年', '回家', '车停', '济南', '机场', '停车费', '没完没了', '山航', '没收', '几乎', '立刻', '没见', '那么', '提交', '之前', '翔鹏', '航空', '星期', '没退', '据说', '审核', '现在', '第二个', '人工', '烟台', '往返机票', '一半', '东方航空', '好客', '回复', '是因为', '取消', '即位', '全额', '我们', '就事论事', '地域', '家乡', '再也', '骄傲', '一样', '一码', '动不动', '山东人', '知道', '说些', '觉得', '至少', '服务', '首航', '服务态度', '一批', '巴不得', '上次', '一波', '合同', '政策', '固然', '沒錯', '期間', '酌情', '處理', '注重', '信用', '企業會', '妥善', '解決', '口罩', '加油', '前来', '拜访', '下午', '忍住', '看到', '下单', '眼馋', '安好', '你们', '天荒地老', '最好', '酒精', '喷雾', '消毒', '外包装', '放入', '垃圾桶', '内包装', '进行', '时间', '还用说', '每个', '记得', '带上', '还要', '及时', '不好', '不摘', '快递', '只能', '菜鸟', '驿站', '工作人员', '几率', '万一', '赶上', '闹心', '包装', '带回家', '不光', '病毒', '主要', '实在', '运来', '运去', '地上', '车上', '很脏', '有个', '买菜', '案例', '大家', '警惕', '小哥', '外卖', '员能', '自身', '防护', '注意安全', '密集', '本来', '没事儿', '结果', '核酸', '为啥', '安排', '室内', '那位', '老师', '戴上', '哈哈哈', '幽默', '抗体', '似乎', '抽血', '集中', '好事', '试剂', '方法学', '原因', '阳性率', '尤其', '感染率', '人群', '海淀区', '开学', '全体', '好像', '提前', '两三天', '通知', '临时', '事太', '学校', '附属', '十八', '城市', '比较', '这边', '同时', '鼻子', '嗓子', '丰台区', '回来', '第一次', '一周', '全套', '昨天下午', '熟悉', '奥运场馆', '半年', '不见', '想念', '毕业典礼', '今天', '测试', '差不多', '场面', '邻居们', '担心', '阳性', '危险', '而且', '形式', '大于', '实质', '知不知道', '点儿', '鹅们', '经历', '孩子', '五人', '一组', '人有', '事儿', '其它', '四个', '人要', '重检', '上周五', '早上', '夜班', '早饭', '不要', '很快', '当时', '第一', '反应', '后悔', '取咽', '拭子', '感到', '反胃', '一般', '咽炎', '意思', '马国', '员工', '不用', '新加坡', '但是', '三个', '各国', '不测', '互相', '通关', '居民', '经过', '病毒检测', '否则', '伤害', '理解', '今年', '望去', '马来西亚', '旅游', '总结', '拿到', '博主能', '点赞', '评论', '平安', '看成', '接吻', '告诉', '人口', '早日', '清零', '恢复正常', '生活', '已经', '精准', '调控', '以前', '一刀切', '好多', '辛苦', '医务人员', '归零', '降级', '战士', '实事求是', '积极', '应对', '舆论', '不宜', '过度', '宣传', '放大', '制造', '紧张', '不利', '复工', '复查', '增加', '最近', '尽量', '不去', '朝阳区', '加强', '高风险', '越来越少', '传播', '不会', '冒名顶替', '尽早', '清楚', '一个个', '别跑', '关注', '高考', '顶替', '无法无天', '教育', '腐败', '一朝一夕', '细思极', '大力', '整治', '优秀', '少年', '走过', '一程', '勇士', '莘莘学子', '人生', '转折点', '好运', '学子', '金榜题名', '黑马', '高三', '弟弟', '妹妹', '冲冲', '考试', '省里', '查分']","[1, 1, 5, 3, 1, 7, 3, 1, 1, 1, 1, 2, 10, 3, 11, 5, 1, 2, 1, 1, 4, 2, 2, 1, 2, 2, 2, 1, 1, 2, 5, 4, 1, 3, 1, 1, 2, 1, 1, 3, 3, 2, 1, 2, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 4, 1, 3, 1, 1, 5, 1, 2, 1, 3, 1, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 3, 1, 4, 1, 1, 1, 1, 1, 2, 1, 1, 3, 1, 5, 4, 1, 6, 1, 2, 1, 1, 1, 19, 1, 1, 1, 4, 3, 1, 1, 1, 8, 1, 3, 3, 1, 2, 1, 4, 2, 2, 8, 1, 2, 1, 3, 2, 4, 5, 1, 4, 2, 6, 1, 5, 6, 1, 1, 4, 3, 3, 1, 1, 5, 6, 5, 6, 6, 1, 1, 1, 1, 5, 1, 3, 1, 3, 1, 1, 1, 3, 3, 1, 1, 1, 14, 2, 1, 1, 1, 1, 1, 1, 1, 2, 2, 3, 1, 2, 1, 4, 1, 3, 2, 1, 3, 3, 3, 1, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 10, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 5, 2, 1, 1, 1, 1, 3, 1, 6, 1, 1, 4, 1, 3, 1, 3, 1, 1, 1, 1, 1, 1, 1, 2, 4, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 6, 1, 2, 1, 1, 1, 2, 2, 1, 1, 2, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 8, 33, 1, 1, 1, 1, 2, 1, 1, 1, 3, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 4, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 2, 1, 2, 2, 1, 1, 4, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 2, 3, 2, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6月2日,"['自己', '理发', '介意', '北京', '美发店', '理发师', '尽量避免', '顾客', '聊天', '王洪存', '介绍', '门店', '必须', '安排', '专门', '人员', '检测', '体温', '核实', '健康', '信息', '正常', '状态', '未见异常', '方可', '入店', '员工', '进入', '经营场所', '提供', '服务', '过程', '中要', '全程', '佩戴', '口罩', '北京青年报', '一方有难', '八方支援', '加油', '转发', '微博', '就是', '家臣', '做法', '官员', '冻结', '能干', '翻美帝', '不能', '光说不练', '天朝', '肯定', '有人', '害怕', '签证', '限制', '不妥', '查封', '赃款', '正道', '疫情', '蔓延到', '已经', '一塌涂', '到处', '挑事', '美国政府', '历史', '罪人', '美国', '那么', '金贵', '希望', '中国', '能够', '有点', '骨气', '设立', '外交机构', '新闻媒体', '活动', '列出', '惩罚', '议员', '政客', '实体', '清单', '并且', '严格执行', '现在', '退一步', '鼻子', '这样', '绝对', '不行', '还是', '那个', '态度', '宁可', '绝不', '要是', '没有', '我们', '奋斗', '今天', '为了', '什么', '看到', '我国', '强有力', '反制', '手段', '认为', '地球', '应该', '围着', '他们', '团队', '符合', '自杀', '小队', '配置', '继续', '吃瓜', '快进', '肥猪', '事情', '鬼去', '美帝', '当官', '吓坏', '估计', '一个月', '来不及', '出门', '注意', '个人卫生', '平安', '江阳', '梅西', '竟然', '超市', '第一次', '听说', '这个', '百货', '罗笑', '蒙主', '好久', '不发', '新闻', '安康', '蒙蒙', '注意安全', '可怕', '回龙观', '怎么', '感觉', '严重', '赶紧', '结束', '太难', '卧槽', '四季青', '我家', '小区', '楼房', '到底', '出门儿', '好不好', '这么', '危险', '挺住', '早日', '归零', '大家', '真的', '太紧张', '街道', '出现', '一例', '变成', '风险', '防范', '就行了', '重视', '不用', '紧张', '几天', '一周', '过去', '其他人', '没事', '公布', '一下', '这名', '去过', '只是', '觉得', '好多', '妈呀', '是不是', '控制', '上班', '情况', '横跨', '两个', '高风险', '每日', '公交', '真心', '炸酱面', '建议', '知道', '确诊', '病例', '轨迹', '之前', '居住小区', '每天', '最常去', '地方', '必要', '天通苑', '哪个', '专家', '基本', '看来', '昌平', '快递', '接收', '全是', '完蛋', '怪不得', '今天上午', '门口', '访客', '一律', '不让', '当时', '终于', '跟前', '悲观', '病毒', '发展', '下去', '可能', '至少', '感染', '一次', '期待', '疫苗', '抗病毒', '冲剂', '甜甜的', '那种', '月坛', '因为', '在家', '办公', '两周', '降低', '成低', '位于', '附近', '公司', '倒成', '加零', '更新', '为什么', '英国', '治愈', '少有', '差劲', '一己', '之力', '泰国', '产品', '美食', '没人', '问津', '帮助', '贵州', '孩子', '幸福', '富有', '安全感', '拥有', '满满的', '内驱力', '祝福', '兴趣', '不要', '练拿个', '凳子', '脚嘛', '自由', '肉吾是', '宝儿', '不吃', '死不了', '编剧', '林莺', '但斌', '众泽', '但愿', '应对', '新冠', '举措', '不但', '更害', '全人类', '敌人', '一天天', '起来', '典型', '民主自由', '产生', '其实', '进口', '安全', '海关', '符合标准', '才能', '进来', '肉类', '边缘', '小心谨慎', '不买', '减少', '完球', '协议', '执行', '一方面', '老百姓', '不到', '养殖场', '卖不出去', '供不起', '饲料', '还要', '安乐死', '养猪', '人家', '暴富', '加速', '淘汰', '拉动', '消费', '扯蛋', '卡车', '黑烟', '路上', '国内', '汽柴油', '汽车', '发动机', '关系', '国外', '二战', '期间', '老爷车', '行驶', '呵呵', '准确', '国六', '标准', '电动车', '天下', '以后', '这种', '全球性', '意识形态', '绑架', '抵达', '台湾', '武统', '东方', '全球', '包邮给', '借口', '坐等', '收复', '湾湾', '老大', '巴不得', '机会', '安慰', '医疗', '试探', '底线', '一步', '可以', '军舰', '靠岸', '欢迎', '劳什子', '破舰', '强烈', '谴责', '全世界', '乱源', '乒乓球', '咋样', '擦边球', '玩儿', '教唆', '印度', '挑衅', '另外', '完成', '战略', '军事', '包围', '形成', '兵临城下', '态势', '利用', '大陆', '实施', '温水', '青蛙', '战术', '敲诈', '迫使', '妥协', '捞取', '政治', '贸易', '好处', '积极', '备战', '战术导弹', '锁定', '太平洋', '岛链', '只有', '敢战', '止战', '屈服', '没完没了', '国家', '分裂法', '用武之地', '断交', '开战', '来个', '五桶', '统一', '方便面', '海军', '船不去', '救助', '病毒感染者', '大老远', '干嘛', '包藏祸心', '仁慈', '中华民族', '睾丸', '民进党', '当局', '故意', '裸露', '在外', '给爺', '播毒']","[4, 1, 1, 7, 1, 1, 2, 4, 2, 1, 1, 1, 4, 1, 1, 3, 2, 3, 1, 2, 1, 3, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 5, 2, 2, 8, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 4, 1, 2, 1, 1, 1, 2, 1, 1, 17, 3, 1, 4, 12, 1, 2, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 4, 1, 1, 3, 1, 2, 2, 2, 1, 1, 1, 1, 1, 7, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7, 1, 3, 1, 2, 1, 1, 1, 1, 2, 4, 1, 1, 1, 1, 1, 2, 4, 1, 1, 2, 2, 1, 2, 1, 2, 1, 5, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 3, 3, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 4, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 2, 2, 1, 3, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
